ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo ,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA
1.452,F       ,8.208.032,34,MED     ,SEP     ,84,91,SANTIAGO        ,0,806,0,34.861,508,0,266,1,1.600.000,SI,NO FUGA
1.453,F       ,308.118,39,TEC     ,CAS     ,16,89,SANTIAGO        ,0,186.543,0,0,0,15.395,0,0,2.400.000,NO,NO FUGA
1.454,F       ,723.309,36,MED     ,VIU     ,10,5,IQUIQUE         ,0,0,0,0,543,1.673,203,1,3.000.000,NO,NO FUGA
1.455,F       ,33.225,61,MED     ,SOL     ,101,87,SANTIAGO        ,0,0,0,0,0,0,0,0,8.000.000,SI,NO FUGA
1.456,F       ,20.864,40,TEC     ,SOL     ,139,86,SANTIAGO        ,0,17.146,0,13.031,31,0,3,1,4.100.000,SI,NO FUGA
1.457,M       ,164.964,49,UNV     ,SOL     ,138,1,ARICA           ,0,11.299,0,1.035.118,62,15.727,8.655,1,2.400.000,NO,FUGA
1.458,M       ,31.455,48,MED     ,CAS     ,55,90,SANTIAGO        ,0,531,0,47.401,120,2.550,272,1,1.300.000,NO,FUGA
1.459,F       ,163.836,43,TEC     ,CAS     ,14,22,COPIAPO         ,1.113.696,87.264,0,214.026,1.427,0,55,1,500.000,SI,NO FUGA
1.460,M       ,1.277.129,40,UNV     ,SOL     ,27,226,CONCEPCION      ,0,388.516,0,2.084.707,0,17.777,1.501,1,8.000.000,NO,FUGA
1.461,M       ,831.756,49,BAS     ,SEP     ,19,115,SANTIAGO        ,0,312.141,0,0,570,1.430,0,1,3.100.000,NO,FUGA
1.462,M       ,196.191,47,MED     ,CAS     ,138,1,ARICA           ,0,314.225,0,278.153,227,0,393,1,2.400.000,NO,FUGA
1.463,M       ,563.974,55,UNV     ,CAS     ,31,119,SANTIAGO        ,1.104.387,102.666,0,290.208,1.671,0,435,1,4.500.000,SI,FUGA
1.464,M       ,782.109,42,UNV     ,CAS     ,55,90,SANTIAGO        ,0,168.280,0,0,628,0,0,2,900.000,NO,FUGA
1.465,M       ,15.420,45,UNV     ,CAS     ,55,90,SANTIAGO        ,226.492,533.787,0,0,116,0,4.771,1,2.300.000,NO,FUGA
1.466,F       ,97.271,46,MED     ,CAS     ,55,108,SANTIAGO        ,0,414.929,0,197.715,0,0,89,0,8.000.000,NO,NO FUGA
1.467,M       ,36.377,42,UNV     ,CAS     ,83,85,SANTIAGO        ,0,740.606,0,203.630,410,0,7,2,3.100.000,NO,FUGA
1.468,M       ,14.409,49,MED     ,CAS     ,55,90,SANTIAGO        ,0,208.745,0,242.860,47,0,127,2,6.200.000,SI,FUGA
1.469,M       ,294.974,50,MED     ,CAS     ,138,1,ARICA           ,0,584.434,0,61.508,41,0,0,1,4.500.000,NO,FUGA
1.470,M       ,765.143,46,UNV     ,CAS     ,90,89,SANTIAGO        ,0,128.287,0,1.964.103,1.488,527,305,1,8.000.000,NO,FUGA
1.471,M       ,666.426,51,UNV     ,CAS     ,138,1,ARICA           ,208.693,169.224,0,107.942,802,0,589,2,550.000,NO,FUGA
1.472,M       ,442.161,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,1.079.550,0,0,42,0,0,1,2.600.000,NO,FUGA
1.473,M       ,469.944,47,UNV     ,CAS     ,138,1,ARICA           ,0,90.065,0,0,0,0,2,1,1.800.000,NO,FUGA
1.474,F       ,1.665.678,41,TEC     ,VIU     ,147,89,SANTIAGO        ,0,301.472,0,0,0,15.787,0,0,4.200.000,NO,NO FUGA
1.475,M       ,197.826,37,UNV     ,CAS     ,27,227,TALCAHUANO      ,0,444.156,0,0,0,12.991,0,1,1.600.000,NO,NO FUGA
1.476,M       ,542.509,46,UNV     ,CAS     ,149,105,SANTIAGO        ,0,80.482,1.267.265,80.111,21,0,7.552,2,4.600.000,SI,FUGA
1.477,M       ,1.218.063,54,MED     ,CAS     ,84,88,SANTIAGO        ,0,645.445,0,0,0,41.688,1.878,0,8.000.000,NO,NO FUGA
1.478,F       ,22.301,50,TEC     ,SEP     ,72,22,COPIAPO         ,0,936.936,0,406.263,0,0,837,0,4.800.000,SI,NO FUGA
1.479,F       ,9.287,43,MED     ,SOL     ,93,89,SANTIAGO        ,0,8.010,0,158.367,2.208,0,184,3,800.000,SI,NO FUGA
1.480,M       ,258.961,55,UNV     ,CAS     ,55,115,SANTIAGO        ,0,246.651,0,0,0,1.651,0,1,1.600.000,NO,FUGA
1.481,M       ,130.582,130,UNV     ,CAS     ,31,119,SANTIAGO        ,0,1.239.039,0,952.369,140,0,1.075,2,1.100.000,NO,FUGA
1.482,M       ,40.861,55,MED     ,CAS     ,55,90,SANTIAGO        ,0,16.387,0,0,41,0,0,1,5.800.000,NO,FUGA
1.483,M       ,2.780.184,43,UNV     ,CAS     ,90,92,SANTIAGO        ,0,17.909,0,189.994,1.475,0,115,2,3.100.000,NO,FUGA
1.484,F       ,439.941,53,UNV     ,CAS     ,27,226,CONCEPCION      ,0,196.556,0,42.026,570,0,605,2,1.800.000,NO,FUGA
1.485,F       ,168.047,52,MED     ,CAS     ,39,84,SANTIAGO        ,0,62.959,0,0,10,0,2.734,1,8.000.000,NO,NO FUGA
1.486,M       ,324.230,37,TEC     ,CAS     ,79,153,SANTA CRUZ      ,0,385.729,0,77.824,281,277,37,3,2.300.000,NO,NO FUGA
1.487,M       ,29.089,40,UNV     ,CAS     ,55,90,SANTIAGO        ,131.944,46.438,0,0,246,0,0,3,1.900.000,NO,FUGA
1.488,F       ,324.232,55,MED     ,CAS     ,68,226,CONCEPCION      ,0,20.137,0,0,0,2.593,0,0,1.800.000,NO,NO FUGA
1.489,F       ,137.447,39,TEC     ,SOL     ,22,1,ARICA           ,0,14.586,0,0,1,0,0,1,3.500.000,NO,NO FUGA
1.490,M       ,2.907.116,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,214.031,0,20.885,300,0,46,1,1.700.000,NO,FUGA
1.491,M       ,483.847,26,UNV     ,CAS     ,15,67,VINA DEL MAR    ,771.038,649.953,0,0,20,0,0,1,1.200.000,NO,NO FUGA
1.492,F       ,31.045,51,MED     ,SOL     ,13,16,ANTOFAGASTA     ,0,72.973,0,0,68,0,0,1,1.700.000,SI,NO FUGA
1.493,M       ,963.054,54,EUN     ,SOL     ,59,90,SANTIAGO        ,0,291.437,0,0,11,1.466,0,1,8.000.000,NO,NO FUGA
1.494,M       ,420.687,47,UNV     ,SEP     ,31,119,SANTIAGO        ,0,297.266,0,20.505,26,0,112,1,1.700.000,NO,FUGA
1.495,M       ,712.652,38,UNV     ,CAS     ,68,213,LOS ANGELES     ,0,670.891,0,0,9,0,29.178,2,8.000.000,NO,NO FUGA
1.496,M       ,448.665,38,TEC     ,SEP     ,88,67,VINA DEL MAR    ,0,13.723,0,1.829.848,366,0,2.370,2,1.300.000,NO,NO FUGA
1.497,M       ,929.945,52,MED     ,CAS     ,27,226,CONCEPCION      ,1.047.558,32.308,0,807.855,1.146,8.214,1.799,1,8.000.000,NO,FUGA
1.498,M       ,143.729,50,MED     ,VIU     ,122,99,SANTIAGO        ,0,118.504,0,0,412,0,0,1,1.400.000,NO,NO FUGA
1.499,F       ,458.230,49,MED     ,CAS     ,62,292,PUERTO VARAS    ,0,0,0,0,1,0,0,1,2.400.000,NO,NO FUGA
1.500,F       ,511.399,39,TEC     ,SEP     ,48,88,SANTIAGO        ,0,122.261,0,0,258,0,0,1,1.900.000,NO,NO FUGA
1.501,F       ,31.409,41,TEC     ,SOL     ,24,86,SANTIAGO        ,0,1.370.363,0,0,0,52.395,0,0,6.000.000,NO,NO FUGA
1.502,M       ,360.686,41,MED     ,CAS     ,31,119,SANTIAGO        ,0,272.870,0,691.014,326,0,630,1,3.700.000,NO,FUGA
1.503,M       ,601.407,49,UNV     ,SOL     ,120,116,SANTIAGO        ,489.975,66.318,0,48.027,319,0,164,1,3.600.000,NO,FUGA
1.504,F       ,42.941,39,MED     ,SOL     ,83,89,SANTIAGO        ,0,17.455,0,76.663,378,2.688,116,1,3.700.000,SI,NO FUGA
1.505,F       ,6.503,45,UNV     ,CAS     ,31,119,SANTIAGO        ,486.911,0,0,0,915,0,0,1,3.500.000,NO,FUGA
1.506,M       ,344.005,53,TEC     ,CAS     ,35,80,SANTIAGO        ,582.746,150.721,0,0,1.048,2.224,0,1,650.000,SI,FUGA
1.507,F       ,525.047,42,MED     ,CAS     ,27,226,CONCEPCION      ,24.534,6.110,0,11.976,199,0,88,2,1.000.000,NO,FUGA
1.508,F       ,20.064,54,TEC     ,VIU     ,80,89,SANTIAGO        ,0,490.132,0,0,127,0,0,1,4.700.000,SI,NO FUGA
1.509,F       ,38.885,40,MED     ,SOL     ,92,88,SANTIAGO        ,0,681.577,0,21.329,0,0,0,0,2.000.000,SI,NO FUGA
1.510,F       ,1.090.077,31,TEC     ,SOL     ,98,122,MELIPILLA       ,0,623.394,0,0,43,0,36,1,1.400.000,NO,NO FUGA
1.511,F       ,389.590,28,UNV     ,CAS     ,27,226,CONCEPCION      ,0,9.523,0,61.415,81,0,0,1,1.700.000,NO,FUGA
1.512,M       ,2.490.818,44,UNV     ,CAS     ,55,91,SANTIAGO        ,0,1.532,0,53.688,905,0,97,2,900.000,NO,FUGA
1.513,M       ,576.335,40,TEC     ,CAS     ,62,298,LLANQUIHUE      ,0,313.733,0,16.072,17,13.939,106,1,6.300.000,SI,NO FUGA
1.514,M       ,299.914,47,UNV     ,SOL     ,138,1,ARICA           ,0,84.979,0,579.617,0,0,2.443,1,5.700.000,SI,FUGA
1.515,F       ,442.858,39,MED     ,CAS     ,96,131,RANCAGUA        ,0,11.886,0,111.231,110,0,0,1,1.000.000,NO,NO FUGA
1.516,M       ,181.690,45,UNV     ,CAS     ,31,119,SANTIAGO        ,970.376,332.002,0,1.612.828,423,3.057,2.129,1,4.600.000,NO,FUGA
1.517,F       ,31.029,34,TEC     ,SOL     ,77,126,SAN PEDRO       ,0,304.549,0,14.530,834,0,22,1,3.200.000,SI,NO FUGA
1.518,F       ,16.732,54,TEC     ,SOL     ,17,70,QUILPUE         ,0,31.043,8.942.302,122.876,0,0,2.364,0,2.100.000,SI,NO FUGA
1.519,M       ,285.545,35,UNV     ,CAS     ,90,105,SANTIAGO        ,4.791,470.844,0,299.783,159,4.197,340,1,2.800.000,SI,NO FUGA
1.520,M       ,4.899.115,44,UNV     ,CAS     ,55,90,SANTIAGO        ,0,33.765,0,0,269,0,9,1,2.400.000,NO,FUGA
1.521,M       ,3.623.265,43,MED     ,CAS     ,31,119,SANTIAGO        ,0,311.452,0,0,0,0,354,1,2.200.000,NO,FUGA
1.522,F       ,3.961.107,32,TEC     ,SOL     ,62,292,PUERTO VARAS    ,0,122.824,0,0,778,5.088,0,3,2.800.000,NO,NO FUGA
1.523,F       ,48.088,36,TEC     ,SOL     ,90,85,SANTIAGO        ,0,462.154,0,0,0,39.071,2,0,8.000.000,SI,NO FUGA
1.524,F       ,231.133,59,TEC     ,SOL     ,84,89,SANTIAGO        ,0,213.208,0,0,53,0,0,1,1.500.000,NO,NO FUGA
1.525,M       ,39.608,29,UNV     ,CAS     ,153,298,LLANQUIHUE      ,0,994.527,0,129.184,0,0,23,0,1.600.000,NO,NO FUGA
1.526,M       ,56.726,52,MED     ,SOL     ,128,88,SANTIAGO        ,0,708.868,0,0,0,22.702,1.111,1,3.500.000,NO,FUGA
1.527,M       ,816.299,50,MED     ,SOL     ,138,1,ARICA           ,214.813,929.926,0,1.464.914,1.718,0,4.254,2,3.000.000,NO,FUGA
1.528,M       ,3.880.268,41,MED     ,CAS     ,55,90,SANTIAGO        ,0,10.900,0,0,327,0,0,1,3.000.000,NO,FUGA
1.529,M       ,78.184,40,TEC     ,SOL     ,138,1,ARICA           ,0,164.373,0,0,7,0,0,1,2.000.000,NO,FUGA
1.530,M       ,16.415,45,MED     ,CAS     ,120,85,SANTIAGO        ,0,23.586,0,22.018,1.016,0,0,3,1.300.000,NO,FUGA
1.531,F       ,296.530,47,UNV     ,CAS     ,57,112,SANTIAGO        ,0,410.448,0,16.564,629,14.482,0,2,1.600.000,NO,FUGA
1.532,M       ,513.041,58,TEC     ,SOL     ,12,13,CALAMA          ,0,77.439,0,0,205,0,0,1,1.900.000,NO,NO FUGA
1.533,M       ,414.862,25,TEC     ,SOL     ,127,80,SANTIAGO        ,0,167.868,0,0,0,0,0,0,2.000.000,NO,NO FUGA
1.534,F       ,2.274.646,44,UNV     ,CAS     ,103,115,SANTIAGO        ,0,236.199,0,0,0,385,0,1,1.600.000,SI,FUGA
1.535,F       ,195.306,45,MED     ,CAS     ,31,119,SANTIAGO        ,0,387.284,0,0,7,0,0,1,1.400.000,NO,FUGA
1.536,F       ,6.347.636,34,TEC     ,SEP     ,88,67,VINA DEL MAR    ,0,32.174,0,0,1.205,0,0,3,1.000.000,NO,NO FUGA
1.537,M       ,194.216,41,TEC     ,SOL     ,66,253,TEMUCO          ,0,0,0,0,203,956,0,1,2.600.000,NO,NO FUGA
1.538,M       ,661.501,47,UNV     ,CAS     ,90,89,SANTIAGO        ,1.012.365,379.413,0,1.958.265,2.599,8.800,158,2,2.900.000,SI,FUGA
1.539,M       ,189.798,52,TEC     ,CAS     ,138,1,ARICA           ,0,579.489,0,0,2.672,0,455,1,1.600.000,NO,FUGA
1.540,M       ,48.239,37,TEC     ,CAS     ,47,66,VALPARAISO      ,0,141.918,0,0,31,0,0,1,900.000,NO,NO FUGA
1.541,M       ,1.505.846,37,UNV     ,CAS     ,24,83,SANTIAGO        ,0,615.717,0,1.296.958,296,24.681,549,1,8.000.000,NO,NO FUGA
1.542,F       ,719.261,60,MED     ,CAS     ,149,108,SANTIAGO        ,0,100.807,0,176.939,0,0,1,0,3.700.000,NO,NO FUGA
1.543,F       ,224.947,49,UNV     ,CAS     ,76,104,SANTIAGO        ,0,6.854,0,75.688,42,0,16,1,1.800.000,SI,FUGA
1.544,M       ,611.842,33,UNV     ,CAS     ,27,226,CONCEPCION      ,0,5.449,0,4.902,300,0,4.572,3,3.200.000,NO,FUGA
1.545,M       ,1.744.563,41,TEC     ,CAS     ,54,85,SANTIAGO        ,0,270.944,0,0,3,7.131,1,1,8.000.000,SI,NO FUGA
1.546,F       ,451.223,41,TEC     ,CAS     ,60,291,PUERTO MONTT    ,402.162,165.597,0,0,46,0,69,1,1.600.000,NO,NO FUGA
1.547,F       ,29.114,33,TEC     ,SEP     ,74,272,VALDIVIA        ,0,298.188,0,0,0,17.190,608,0,4.500.000,SI,NO FUGA
1.548,M       ,796.427,47,UNV     ,CAS     ,40,71,VILLA ALEMANA    ,0,278.581,0,785,50,0,1.092,2,8.000.000,NO,NO FUGA
1.549,M       ,11.231,40,UNV     ,CAS     ,84,85,SANTIAGO        ,0,426.093,0,328.163,0,0,21,1,2.800.000,NO,FUGA
1.550,M       ,1.498.532,59,TEC     ,CAS     ,60,291,PUERTO MONTT    ,0,20.797,0,190.577,2.701,0,20.742,1,8.000.000,NO,NO FUGA
1.551,M       ,25.511,45,UNV     ,CAS     ,19,115,SANTIAGO        ,0,70.161,2.812.750,0,3,0,4.164,1,2.500.000,NO,FUGA
1.552,M       ,361.015,47,UNV     ,SOL     ,38,104,SANTIAGO        ,0,197.327,0,0,0,0,7.133,1,1.900.000,NO,FUGA
1.553,M       ,501.142,52,TEC     ,CAS     ,39,87,SANTIAGO        ,0,0,0,314.950,0,0,49,1,2.800.000,NO,FUGA
1.554,F       ,4.072.523,32,TEC     ,CAS     ,34,29,LA SERENA       ,0,637.986,0,0,19,0,0,1,6.700.000,NO,NO FUGA
1.555,F       ,44.572,44,MED     ,CAS     ,36,67,VINA DEL MAR    ,0,758.975,0,0,87,0,0,1,1.100.000,NO,NO FUGA
1.556,M       ,466.932,55,UNV     ,SEP     ,31,119,SANTIAGO        ,0,0,0,0,0,0,27,1,2.600.000,NO,FUGA
1.557,F       ,3.501.797,35,TEC     ,VIU     ,40,67,VINA DEL MAR    ,0,122.397,0,0,27,264,0,1,1.800.000,NO,NO FUGA
1.558,F       ,282.062,49,UNV     ,CAS     ,24,80,SANTIAGO        ,0,265.805,0,6.591,62,0,0,1,2.200.000,NO,FUGA
1.559,F       ,2.661.121,32,TEC     ,SOL     ,74,272,VALDIVIA        ,0,873.761,0,117.293,8,0,0,1,2.800.000,NO,NO FUGA
1.560,M       ,59.720,40,UNV     ,CAS     ,55,90,SANTIAGO        ,890.293,222.464,0,153.626,1.705,17.541,444,2,4.000.000,NO,FUGA
1.561,F       ,1.046.753,57,UNV     ,SOL     ,85,88,SANTIAGO        ,0,0,0,0,58,0,0,1,8.000.000,NO,NO FUGA
1.562,F       ,850.966,41,TEC     ,CAS     ,73,85,SANTIAGO        ,0,0,0,0,0,0,0,0,5.300.000,NO,NO FUGA
1.563,M       ,78.672,40,MED     ,CAS     ,102,88,SANTIAGO        ,0,37.760,0,735.240,419,0,136,1,4.600.000,NO,FUGA
1.564,M       ,9.809,40,MED     ,CAS     ,55,90,SANTIAGO        ,1.959.709,487.742,0,712.257,1.877,4.708,109,2,1.800.000,NO,FUGA
1.565,F       ,377.557,48,MED     ,SOL     ,60,291,PUERTO MONTT    ,0,283.251,0,0,0,10.359,0,0,2.500.000,NO,NO FUGA
1.566,M       ,34.875,49,UNV     ,SEP     ,53,80,SANTIAGO        ,719.575,20.047,0,0,552,0,68,2,1.400.000,SI,FUGA
1.567,M       ,661.305,51,UNV     ,CAS     ,82,108,SANTIAGO        ,0,161.849,0,81.790,113,0,778,1,2.600.000,NO,FUGA
1.568,F       ,1.630.187,28,TEC     ,SOL     ,13,16,ANTOFAGASTA     ,0,683.521,0,0,2,0,0,1,1.400.000,NO,NO FUGA
1.569,F       ,1.504.908,34,TEC     ,SOL     ,125,93,SANTIAGO        ,0,122.440,0,313.691,60,4.424,1,1,1.800.000,SI,NO FUGA
1.570,M       ,52.468,49,UNV     ,CAS     ,31,119,SANTIAGO        ,0,394.724,0,948.155,241,0,176,2,1.500.000,NO,FUGA
1.571,M       ,413.285,50,UNV     ,SOL     ,118,95,SANTIAGO        ,0,7.333,0,236.463,152,0,40,2,1.500.000,NO,FUGA
1.572,F       ,488.130,46,MED     ,CAS     ,142,93,SANTIAGO        ,0,292.521,0,0,280,3.396,0,1,4.000.000,NO,NO FUGA
1.573,M       ,144.171,30,TEC     ,CAS     ,117,88,SANTIAGO        ,0,37.702,0,57.666,7,0,2,1,1.500.000,NO,NO FUGA
1.574,M       ,20.423,50,UNV     ,CAS     ,55,90,SANTIAGO        ,0,393.403,0,0,6,0,0,2,4.200.000,NO,FUGA
1.575,M       ,298.103,35,UNV     ,CAS     ,96,131,RANCAGUA        ,0,155.030,0,55.023,215,0,12,1,2.000.000,SI,NO FUGA
1.576,M       ,16.574,43,UNV     ,CAS     ,19,115,SANTIAGO        ,0,0,0,0,103,0,0,1,1.900.000,SI,FUGA
1.577,M       ,449.545,44,UNV     ,CAS     ,84,88,SANTIAGO        ,498.051,39.351,0,424.924,118,0,473,1,1.100.000,NO,FUGA
1.578,M       ,520.679,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,392.591,0,0,3.222,0,111,1,1.600.000,NO,FUGA
1.579,M       ,4.741.958,44,UNV     ,CAS     ,31,119,SANTIAGO        ,0,122.766,0,0,1,0,32,1,2.700.000,SI,FUGA
1.580,M       ,220.519,42,UNV     ,CAS     ,55,90,SANTIAGO        ,0,356.212,1.035.153,569.223,2.761,0,14.705,2,2.200.000,NO,FUGA
1.581,F       ,343.587,56,MED     ,CAS     ,90,88,SANTIAGO        ,0,0,0,0,304,0,0,1,8.000.000,NO,NO FUGA
1.582,F       ,682.321,34,TEC     ,SOL     ,27,227,TALCAHUANO      ,0,0,0,73.833,0,0,88,0,4.200.000,NO,NO FUGA
1.583,M       ,65.701,50,TEC     ,SOL     ,138,1,ARICA           ,0,0,0,29.659,15,3.135,0,1,1.700.000,NO,FUGA
1.584,M       ,237.960,52,UNV     ,CAS     ,146,121,SANTIAGO        ,0,737.087,0,544.897,537,0,4.388,3,8.000.000,NO,FUGA
1.585,M       ,16.438,41,TEC     ,CAS     ,66,253,TEMUCO          ,0,0,0,0,168,682,0,1,2.600.000,NO,NO FUGA
1.586,F       ,237.976,30,TEC     ,SOL     ,90,85,SANTIAGO        ,0,425.253,0,0,0,12.165,0,0,1.900.000,NO,NO FUGA
1.587,F       ,5.253.634,37,TEC     ,VIU     ,76,93,SANTIAGO        ,0,84.245,0,0,0,0,0,0,5.000.000,NO,NO FUGA
1.588,M       ,56.557,55,UNV     ,CAS     ,31,91,SANTIAGO        ,0,246.970,0,394,19,9.324,0,1,1.700.000,NO,FUGA
1.589,M       ,282.653,54,TEC     ,CAS     ,27,226,CONCEPCION      ,0,63.323,0,148.099,209,0,0,1,2.600.000,NO,FUGA
1.590,M       ,5.738.271,40,UNV     ,SEP     ,55,90,SANTIAGO        ,27.652,2.828,0,249.261,1.424,823,58,2,500.000,NO,FUGA
1.591,F       ,180.812,49,UNV     ,CAS     ,138,1,ARICA           ,0,6.661,0,441.620,365,0,38,1,2.000.000,NO,FUGA
1.592,M       ,854.321,47,MED     ,CAS     ,128,88,SANTIAGO        ,0,0,0,7.954,271,19.059,367,2,3.600.000,NO,FUGA
1.593,F       ,55.664,39,TEC     ,SOL     ,140,80,SANTIAGO        ,0,0,0,0,6,0,0,1,2.400.000,SI,NO FUGA
1.594,M       ,709.551,48,UNV     ,CAS     ,152,84,SANTIAGO        ,0,0,0,415.726,34,22.709,91,1,4.200.000,NO,FUGA
1.595,F       ,230.161,44,MED     ,VIU     ,138,1,ARICA           ,0,0,0,0,0,0,0,1,7.000.000,NO,FUGA
1.596,F       ,25.177,44,TEC     ,VIU     ,49,80,SANTIAGO        ,463.616,872.215,0,0,1.416,3.495,204,1,1.600.000,SI,NO FUGA
1.597,F       ,578.726,30,UNV     ,CAS     ,33,27,HUASCO          ,0,722.771,0,0,7,0,0,1,1.700.000,NO,NO FUGA
1.598,M       ,6.161.208,44,UNV     ,CAS     ,55,90,SANTIAGO        ,510.875,5.090,0,198.466,544,0,2,1,700.000,NO,FUGA
1.599,M       ,200.930,55,UNV     ,SOL     ,45,92,SANTIAGO        ,479.408,30.260,0,992.495,799,0,1.005,1,2.700.000,NO,FUGA
1.600,F       ,5.319.740,33,TEC     ,CAS     ,74,275,LOS LAGOS       ,0,470.992,0,141.713,0,0,183,0,5.200.000,NO,NO FUGA
1.601,F       ,172.623,39,UNV     ,CAS     ,60,291,PUERTO MONTT    ,0,359.275,0,10.173,469,0,0,2,1.200.000,NO,NO FUGA
1.602,F       ,27.004,47,TEC     ,CAS     ,71,326,PUNTA ARENAS    ,0,323.229,0,0,58,0,0,1,2.000.000,SI,NO FUGA
1.603,M       ,26.723,40,UNV     ,CAS     ,90,80,SANTIAGO        ,0,1.248,0,137.714,548,0,8.964,2,4.300.000,NO,FUGA
1.604,F       ,3.779.631,41,TEC     ,VIU     ,13,16,ANTOFAGASTA     ,0,1.092.024,0,348.821,1.937,4.110,304,1,3.400.000,SI,NO FUGA
1.605,F       ,298.622,27,TEC     ,CAS     ,32,117,SANTIAGO        ,0,64.400,0,129.494,66,0,280,1,2.000.000,NO,NO FUGA
1.606,M       ,701.459,30,UNV     ,CAS     ,27,226,CONCEPCION      ,0,139.673,0,71.986,1.427,12.701,509,3,3.900.000,SI,FUGA
1.607,M       ,2.732.542,43,UNV     ,CAS     ,107,86,SANTIAGO        ,0,265.286,0,1.676.071,239,0,2.359,1,6.600.000,NO,FUGA
1.608,M       ,425.984,46,UNV     ,SOL     ,14,22,COPIAPO         ,0,270.261,0,9.711,0,0,8.813,0,8.000.000,NO,NO FUGA
1.609,M       ,715.751,55,UNV     ,CAS     ,27,226,CONCEPCION      ,145.020,243,0,455.330,467,0,88,2,1.100.000,SI,FUGA
1.610,F       ,48.700,46,TEC     ,SOL     ,122,80,SANTIAGO        ,0,234.429,0,0,741,0,0,1,800.000,SI,NO FUGA
1.611,M       ,10.877,40,UNV     ,CAS     ,41,89,SANTIAGO        ,0,31.963,0,66.892,532,0,0,2,1.900.000,SI,FUGA
1.612,M       ,4.100.910,41,MED     ,CAS     ,80,93,SANTIAGO        ,0,1.115.540,0,0,1,6.847,26,1,6.200.000,NO,FUGA
1.613,F       ,2.491.871,47,MED     ,CAS     ,39,86,SANTIAGO        ,0,0,0,0,0,0,283,0,8.000.000,NO,NO FUGA
1.614,M       ,4.820.592,44,UNV     ,CAS     ,55,90,SANTIAGO        ,0,161.770,0,0,4.028,0,0,2,2.900.000,NO,FUGA
1.615,M       ,632.030,48,TEC     ,CAS     ,78,182,LINARES         ,0,510.355,0,0,137,0,0,1,3.200.000,NO,NO FUGA
1.616,M       ,355.053,39,UNV     ,CAS     ,25,103,SANTIAGO        ,0,103.270,0,0,72,0,85,1,4.100.000,NO,NO FUGA
1.617,M       ,326.493,45,UNV     ,CAS     ,25,90,SANTIAGO        ,0,2.143,0,123.614,208,0,55,1,1.600.000,NO,FUGA
1.618,M       ,1.272.165,50,TEC     ,CAS     ,129,105,SANTIAGO        ,2.189.508,771.989,0,669.931,3.715,5.329,179,2,5.200.000,NO,FUGA
1.619,M       ,3.114.083,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,31.924,0,3.816.673,413,0,10.883,3,4.700.000,SI,FUGA
1.620,F       ,56.056,43,MED     ,SOL     ,71,326,PUNTA ARENAS    ,3.284.102,75.934,0,1.364.884,2.955,0,560,1,7.100.000,SI,NO FUGA
1.621,F       ,6.587,48,TEC     ,SOL     ,24,91,SANTIAGO        ,0,21.951,0,0,1.482,4.160,7,3,600.000,SI,NO FUGA
1.622,F       ,5.983.555,40,TEC     ,SOL     ,45,87,SANTIAGO        ,0,2.070.576,0,6.710,0,33.936,4,0,8.000.000,NO,NO FUGA
1.623,M       ,461.251,47,UNV     ,CAS     ,18,93,SANTIAGO        ,0,27.898,0,111.544,817,0,0,1,3.800.000,NO,FUGA
1.624,F       ,12.220,37,MED     ,SOL     ,70,261,VILLARRICA      ,6.782,43.340,0,0,0,281,0,0,1.700.000,SI,NO FUGA
1.625,M       ,1.261.973,41,TEC     ,CAS     ,82,90,SANTIAGO        ,919.421,527.856,0,0,29,0,104,2,7.500.000,NO,NO FUGA
1.626,M       ,47.431,55,MED     ,CAS     ,125,90,SANTIAGO        ,0,404.945,0,85.565,2.276,0,121,1,3.700.000,NO,FUGA
1.627,M       ,2.008.876,52,UNV     ,SOL     ,84,85,SANTIAGO        ,0,755.938,0,129.972,1.741,3.929,163,2,8.000.000,NO,FUGA
1.628,F       ,447.207,32,MED     ,SEP     ,90,86,SANTIAGO        ,0,8.317,0,6.760,40,0,0,1,1.800.000,NO,NO FUGA
1.629,M       ,78.092,45,UNV     ,CAS     ,19,115,SANTIAGO        ,0,42.084,0,0,255,0,0,2,1.600.000,NO,FUGA
1.630,M       ,640.755,32,TEC     ,CAS     ,78,182,LINARES         ,0,148.239,0,0,60,0,0,1,3.600.000,NO,NO FUGA
1.631,F       ,457.985,55,MED     ,CAS     ,31,119,SANTIAGO        ,0,68.976,0,73.281,137,0,97,3,4.200.000,NO,FUGA
1.632,M       ,619.054,47,UNV     ,SOL     ,138,1,ARICA           ,42.599,91.641,1.275.582,255.291,197,3.706,1.730,2,2.800.000,NO,FUGA
1.633,F       ,630.735,27,UNV     ,SOL     ,125,89,SANTIAGO        ,0,0,0,33.556,0,0,61,0,4.000.000,NO,NO FUGA
1.634,F       ,840.250,41,UNV     ,CAS     ,38,88,SANTIAGO        ,1.548.396,6.327,0,579.484,6.247,0,1.108,3,2.600.000,NO,FUGA
